"","Year","Month","UnitCode","ParkName","Region","State","RecreationVisits","Smoke","stdsmoke","MAXSmoke","stdsmokeMAX","medSmoke","stdsmokemed","Season","CatColS","CatColM","SeasType"
"4916",1992,7,"MEVE","Mesa Verde NP","Intermountain ","CO",172012,1.4115228376813e-09,-0.0758864133393795,2.13664486103937e-09,-0.130323866249214,1.4034392536999e-09,0.00431779610414466,"Summer","MEVESummer","MEVE7","High"
"4917",1992,7,"MORA","Mount Rainier NP","Pacific West ","WA",290405,2.24429150890733e-09,0.0584807493516341,4.61553417707705e-09,-0.0715542470883208,1.95941707303859e-09,0.1591667524894,"Summer","MORASummer","MORA7","High"
"4918",1992,7,"NOCA","North Cascades NP","Pacific West ","WA",6444,1.85559526525687e-09,-0.00423536043078048,3.56721563399276e-09,-0.0964078301578724,1.58877400124879e-09,0.0559365680076829,"Summer","NOCASummer","NOCA7","High"
"4919",1992,7,"OLYM","Olympic NP","Pacific West ","WA",517278,2.56211077085471e-09,0.109760863448086,4.69387018142697e-09,-0.0696970535813554,2.49791942685818e-09,0.309148504637627,"Summer","OLYMSummer","OLYM7","High"
"4920",1992,7,"PEFO","Petrified Forest NP","Intermountain ","AZ",155663,1.62895018620832e-09,-0.040804526949496,2.4816810828554e-09,-0.122143732016657,1.62314395257823e-09,0.0655091640884155,"Summer","PEFOSummer","PEFO7","High"
"4921",1992,7,"PINN","Pinnacles NP","Pacific West ","CA",17518,1.19608007906604e-09,-0.110648086295734,2.05287875587601e-09,-0.132309796829976,1.09789699553886e-09,-0.0807807422945776,"Summer","PINNSummer","PINN7","Shoulder"
"4922",1992,7,"REDW","Redwood NP","Pacific West ","CA",63634,3.29461284597962e-09,0.227950018372599,5.41964295663888e-09,-0.0524904000528602,3.33165095511845e-09,0.54135643194334,"Summer","REDWSummer","REDW7","High"
"4923",1992,7,"ROMO","Rocky Mountain NP","Intermountain ","CO",606764,1.73967268547781e-09,-0.0229394599903895,2.63652721876895e-09,-0.118472632876691,1.7207558711263e-09,0.0926956869894729,"Summer","ROMOSummer","ROMO7","High"
"4924",1992,7,"SAGU","Saguaro NP","Intermountain ","AZ",39260,1.37404970018505e-09,-0.0819327012659995,2.11289141738291e-09,-0.130887013957512,1.31784250179123e-09,-0.0195223055006115,"Summer","SAGUSummer","SAGU7","Low"
"4925",1992,7,"SEQU","Sequoia NP","Pacific West ","CA",152436,1.0814127711591e-09,-0.129149647832852,2.01249705789053e-09,-0.133267167938207,1.08286346556241e-09,-0.0849678273664402,"Summer","SEQUSummer","SEQU7","High"
"4926",1992,7,"YELL","Yellowstone NP","Intermountain ","WY",799411,1.88684636015871e-09,0.000807001389538462,2.80929191021073e-09,-0.114376719818051,1.82693116190791e-09,0.122267249738126,"Summer","YELLSummer","YELL7","High"
"4927",1992,7,"YOSE","Yosemite NP","Pacific West ","CA",568070,1.89048994022003e-09,0.00139489275936667,2.96236368768632e-09,-0.110747687247568,1.8896213482833e-09,0.139727496528857,"Summer","YOSESummer","YOSE7","High"
"4928",1992,7,"ZION","Zion NP","Intermountain ","UT",353454,7.48290354411001e-10,-0.182898924809515,1.08373865437272e-09,-0.155286213852878,7.45451256278784e-10,-0.178942670717852,"Summer","ZIONSummer","ZION7","High"
"4929",1992,8,"ARCH","Arches NP","Intermountain ","UT",124840,1.21974836682583e-09,-0.106829209839497,1.92875537763371e-09,-0.135252519452188,1.16965348517795e-09,-0.0607953811021131,"Summer","ARCHSummer","ARCH8","High"
"4930",1992,8,"BIBE","Big Bend NP","Intermountain ","TX",16611,9.71642623886152e-10,-0.14686105286869,1.62024971217534e-09,-0.142566585615072,9.1574264837746e-10,-0.131513720442034,"Summer","BIBESummer","BIBE8","Low"
"4931",1992,8,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",68874,2.35750171714038e-09,0.0767472079655713,4.0064751516411e-09,-0.0859938457988393,2.20116458393704e-09,0.226497405744389,"Summer","BLCASummer","BLCA8","High"
"4932",1992,8,"BRCA","Bryce Canyon NP","Intermountain ","UT",187498,1.05592356364025e-09,-0.133262329555747,1.6960493010032e-09,-0.140769525561142,1.027963048017e-09,-0.100258495566358,"Summer","BRCASummer","BRCA8","High"
"4933",1992,8,"CANY","Canyonlands NP","Intermountain ","UT",52200,1.13998828835563e-09,-0.119698492523096,1.64858582341054e-09,-0.141894791818141,1.10736353420293e-09,-0.0781441557587055,"Summer","CANYSummer","CANY8","Shoulder"
"4934",1992,8,"CARE","Capitol Reef NP","Intermountain ","UT",99772,9.98886996414752e-10,-0.142465175403012,1.22398668978008e-09,-0.151961207134898,1.03560626740773e-09,-0.0981297334019139,"Summer","CARESummer","CARE8","High"
"4935",1992,8,"CAVE","Carlsbad Caverns NP","Intermountain ","NM",102459,1.55365042336751e-09,-0.0529541380405689,2.614600091988e-09,-0.118992482182536,1.54624002490777e-09,0.0440901568412154,"Summer","CAVESummer","CAVE8","High"
"4936",1992,8,"CHIS","Channel Islands NP","Pacific West ","CA",11384,2.3566473432211e-09,0.0766093547977259,3.5227409878047e-09,-0.0974622370657878,2.41063902173266e-09,0.284839477952633,"Summer","CHISSummer","CHIS8","High"
"4937",1992,8,"CRLA","Crater Lake NP","Pacific West ","OR",137401,4.04188048621921e-09,0.348521596121769,6.62964483311157e-09,-0.0238036212587458,4.3028047791438e-09,0.811838726216784,"Summer","CRLASummer","CRLA8","High"
"4938",1992,8,"DEVA","Death Valley NP","Pacific West ","CA",69150,1.41649103557739e-09,-0.0750847949811837,2.06815231607038e-09,-0.131947690579387,1.38815237082923e-09,6.01480891168162e-05,"Summer","DEVASummer","DEVA8","Shoulder"
"4939",1992,8,"GLAC","Glacier NP","Intermountain ","MT",609629,2.01187330594438e-09,0.0209800897219931,3.11843839639891e-09,-0.107047461048543,1.96158844723016e-09,0.159771515873462,"Summer","GLACSummer","GLAC8","High"
"4940",1992,8,"GRBA","Great Basin NP","Pacific West ","NV",13375,7.87787795571014e-10,-0.176526015638457,9.80332259814531e-10,-0.157737777296098,7.8853196194828e-10,-0.16694398645164,"Summer","GRBASummer","GRBA8","High"
"4941",1992,8,"GRCA","Grand Canyon NP","Intermountain ","AZ",648030,1.3547311390973e-09,-0.085049749649691,2.38162645160855e-09,-0.124515831704859,1.34656130690303e-09,-0.0115236464794956,"Summer","GRCASummer","GRCA8","High"
"4942",1992,8,"GRSA","Great Sand Dunes NP & PRES","Intermountain ","CO",60292,3.00654084424289e-09,0.181469622481746,3.87118337386028e-09,-0.089201349338565,3.00652702733828e-09,0.450804076864647,"Summer","GRSASummer","GRSA8","High"
"4943",1992,8,"GRTE","Grand Teton NP","Intermountain ","WY",437214,3.81449939018853e-09,0.311833673318147,7.02271085728512e-09,-0.0144847943162463,3.79479603296318e-09,0.670349944750252,"Summer","GRTESummer","GRTE8","High"
"4944",1992,8,"GUMO","Guadalupe Mountains NP","Intermountain ","TX",14138,1.53014604750253e-09,-0.0567465673248633,2.37704900207802e-09,-0.124624354083771,1.51202073084278e-09,0.0345595212836556,"Summer","GUMOSummer","GUMO8","Shoulder"
"4945",1992,8,"JOTR","Joshua Tree NP","Pacific West ","CA",65282,9.17905572339259e-10,-0.155531522108493,1.45677669927124e-09,-0.146442211141916,9.22920462276267e-10,-0.129514581352853,"Summer","JOTRSummer","JOTR8","Low"
"4946",1992,8,"KICA","Kings Canyon NP","Pacific West ","CA",92657,1.59597590161519e-09,-0.0461249252973612,4.86769824448174e-09,-0.0655759300607886,1.28797117415758e-09,-0.0278419609779013,"Summer","KICASummer","KICA8","High"
"4947",1992,8,"LAVO","Lassen Volcanic NP","Pacific West ","CA",92052,1.8177193478007e-09,-0.0103466368737475,2.7467259577918e-09,-0.115860036226053,1.72161840339413e-09,0.0929359163958923,"Summer","LAVOSummer","LAVO8","High"
"4948",1992,8,"MEVE","Mesa Verde NP","Intermountain ","CO",158503,1.81140764037159e-09,-0.0113650303944076,2.47057885260915e-09,-0.122406944189619,1.80172310404458e-09,0.11524639150087,"Summer","MEVESummer","MEVE8","High"
"4949",1992,8,"MORA","Mount Rainier NP","Pacific West ","WA",338092,2.46677603075245e-09,0.0943786102773865,3.9172927124298e-09,-0.0881081870703025,2.44399744886437e-09,0.294130347926804,"Summer","MORASummer","MORA8","High"
"4950",1992,8,"NOCA","North Cascades NP","Pacific West ","WA",7855,1.96317622015405e-09,0.0131228185792948,4.01042177244904e-09,-0.0859002791355944,2.0142540968493e-09,0.17443976449276,"Summer","NOCASummer","NOCA8","High"
"4951",1992,8,"OLYM","Olympic NP","Pacific West ","WA",666810,3.17301906971323e-09,0.208330871684783,5.60399726623473e-09,-0.0481197198068638,3.12338643837506e-09,0.483351342624933,"Summer","OLYMSummer","OLYM8","High"
"4952",1992,8,"PEFO","Petrified Forest NP","Intermountain ","AZ",152671,2.16153715714903e-09,0.0451283408974034,2.76987965897035e-09,-0.115311107239339,2.16972240174584e-09,0.217740241466552,"Summer","PEFOSummer","PEFO8","High"
"4953",1992,8,"PINN","Pinnacles NP","Pacific West ","CA",15637,1.20691898768972e-09,-0.108899229201618,2.18801332607654e-09,-0.129106020374619,1.23516841199489e-09,-0.0425483976930871,"Summer","PINNSummer","PINN8","Shoulder"
"4954",1992,8,"REDW","Redwood NP","Pacific West ","CA",61426,2.75533552604725e-09,0.140937663217299,4.90640683636911e-09,-0.0646582250270232,2.73269029626988e-09,0.374536048625088,"Summer","REDWSummer","REDW8","High"
"4955",1992,8,"ROMO","Rocky Mountain NP","Intermountain ","CO",623634,2.06152477884168e-09,0.0289913511528752,2.93842528087396e-09,-0.111315220070668,2.03935046627635e-09,0.181429515665676,"Summer","ROMOSummer","ROMO8","High"
"4956",1992,8,"SAGU","Saguaro NP","Intermountain ","AZ",40746,2.15371915821263e-09,0.0438669073549302,2.92139001878411e-09,-0.111719092828862,2.20400564465706e-09,0.22728868782835,"Summer","SAGUSummer","SAGU8","Low"
"4957",1992,8,"SEQU","Sequoia NP","Pacific West ","CA",135615,1.54370249916269e-09,-0.0545592348654759,5.02025399029549e-09,-0.0619591315921054,1.27106014602418e-09,-0.0325519601303378,"Summer","SEQUSummer","SEQU8","High"
"4958",1992,8,"YELL","Yellowstone NP","Intermountain ","WY",742879,2.49850889798242e-09,0.099498706026743,3.93428756240155e-09,-0.0877052724044178,2.51426923725262e-09,0.313702195429982,"Summer","YELLSummer","YELL8","High"
"4959",1992,8,"YOSE","Yosemite NP","Pacific West ","CA",586868,1.99574465197644e-09,0.0183777326130175,4.11474898598385e-09,-0.0834268848747492,1.83943060783065e-09,0.125748550770661,"Summer","YOSESummer","YOSE8","High"
"4960",1992,8,"ZION","Zion NP","Intermountain ","UT",415549,1.02383160014501e-09,-0.138440365460592,1.9507788717732e-09,-0.134730385464681,1.01701558286038e-09,-0.10330754445932,"Summer","ZIONSummer","ZION8","High"
"4961",1992,9,"ARCH","Arches NP","Intermountain ","UT",104561,1.39405972607936e-09,-0.0787040850875909,1.98254057615088e-09,-0.133977377551782,1.38925471127038e-09,0.000367168011415861,"Fall","ARCHFall","ARCH9","Shoulder"
"4962",1992,9,"BIBE","Big Bend NP","Intermountain ","TX",12824,1.08424868187682e-09,-0.128692073851084,2.09915707038988e-09,-0.131212628472441,9.05355623803672e-10,-0.134406677425664,"Fall","BIBEFall","BIBE9","Shoulder"
"4963",1992,9,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",52619,3.75153257921178e-09,0.301673983086055,6.92832147208833e-09,-0.016722582096829,3.63410856962787e-09,0.625595846410028,"Fall","BLCAFall","BLCA9","Shoulder"
"4964",1992,9,"BRCA","Bryce Canyon NP","Intermountain ","UT",131676,1.14906852849965e-09,-0.118233396456371,1.79585990522924e-09,-0.138403211276501,1.106568503495e-09,-0.0783655848717655,"Fall","BRCAFall","BRCA9","Shoulder"
"4965",1992,9,"CANY","Canyonlands NP","Intermountain ","UT",50263,1.41389802195995e-09,-0.0755031775340259,2.09364925396471e-09,-0.131343208031448,1.47913636894259e-09,0.0254006862644883,"Fall","CANYFall","CANY9","Shoulder"
"4966",1992,9,"CARE","Capitol Reef NP","Intermountain ","UT",95637,1.1080683915224e-09,-0.124848765484922,1.68797154032063e-09,-0.140961033473946,1.12173403898908e-09,-0.0741417340946335,"Fall","CAREFall","CARE9","Shoulder"
"4967",1992,9,"CAVE","Carlsbad Caverns NP","Intermountain ","NM",51480,1.55441798142763e-09,-0.0528302926050927,2.47440556933043e-09,-0.122316220217842,1.51290302508045e-09,0.0348052547233285,"Fall","CAVEFall","CAVE9","Shoulder"
"4968",1992,9,"CHIS","Channel Islands NP","Pacific West ","CA",18785,2.74341885051559e-09,0.139014908513353,6.00321348187549e-09,-0.0386550838490298,2.38487607440163e-09,0.277664073882803,"Fall","CHISFall","CHIS9","Shoulder"
"4969",1992,9,"CRLA","Crater Lake NP","Pacific West ","OR",65743,3.61838361603055e-09,0.280190407855527,7.95262966590826e-09,0.00756176253474268,3.65152907910726e-09,0.63044774448717,"Fall","CRLAFall","CRLA9","Shoulder"
"4970",1992,9,"DEVA","Death Valley NP","Pacific West ","CA",63409,2.31144324469221e-09,0.0693156768878813,4.61863569611864e-09,-0.0714807161356819,2.19312945581862e-09,0.22425949056094,"Fall","DEVAFall","DEVA9","Shoulder"
"4971",1992,9,"GLAC","Glacier NP","Intermountain ","MT",285958,1.94028089652424e-09,0.00942865982750015,3.67794750211203e-09,-0.0937825940586883,1.77085812680389e-09,0.106649988284172,"Fall","GLACFall","GLAC9","Shoulder"
"4972",1992,9,"GRBA","Great Basin NP","Pacific West ","NV",8659,1.01737672229415e-09,-0.139481859518072,1.44491352216392e-09,-0.146723463877214,1.08102393703291e-09,-0.0854801662819976,"Fall","GRBAFall","GRBA9","Shoulder"
"4973",1992,9,"GRCA","Grand Canyon NP","Intermountain ","AZ",468743,1.55117316124448e-09,-0.053353844098463,2.40328645872978e-09,-0.124002315283895,1.61696411815626e-09,0.063787978678512,"Fall","GRCAFall","GRCA9","Shoulder"
"4974",1992,9,"GRSA","Great Sand Dunes NP & PRES","Intermountain ","CO",31139,4.0849086622235e-09,0.355464189095343,7.40245909014448e-09,-0.00548170616794603,3.92830523665566e-09,0.707534451290814,"Fall","GRSAFall","GRSA9","Shoulder"
"4975",1992,9,"GRTE","Grand Teton NP","Intermountain ","WY",249185,2.29891715341687e-09,0.067294592999365,5.19599785420155e-09,-0.0577925881789723,2.36586616964019e-09,0.27236950310875,"Fall","GRTEFall","GRTE9","Shoulder"
"4976",1992,9,"GUMO","Guadalupe Mountains NP","Intermountain ","TX",13702,1.54290853928277e-09,-0.0546873402325982,2.49146570041603e-09,-0.121911757864381,1.53835932881208e-09,0.0418952535131322,"Fall","GUMOFall","GUMO9","Shoulder"
"4977",1992,9,"JOTR","Joshua Tree NP","Pacific West ","CA",73059,1.07627076963918e-09,-0.129979309392727,1.73638625700079e-09,-0.139813215197968,1.08732123305089e-09,-0.0837262658879259,"Fall","JOTRFall","JOTR9","Shoulder"
"4978",1992,9,"KICA","Kings Canyon NP","Pacific West ","CA",79987,4.30413793495177e-09,0.390836815820054,7.13994818823949e-09,-0.0117053264121927,4.17296330823547e-09,0.775675743510754,"Fall","KICAFall","KICA9","Shoulder"
"4979",1992,9,"LAVO","Lassen Volcanic NP","Pacific West ","CA",60165,1.93296662905297e-09,0.00824850331917371,2.69314037737445e-09,-0.117130445571588,1.9569104114936e-09,0.158468606069253,"Fall","LAVOFall","LAVO9","Shoulder"
"4980",1992,9,"MEVE","Mesa Verde NP","Intermountain ","CO",86893,1.87067671747297e-09,-0.00180196924598234,3.2501354940706e-09,-0.103925180346179,1.75035097527143e-09,0.100938409687363,"Fall","MEVEFall","MEVE9","Shoulder"
"4981",1992,9,"MORA","Mount Rainier NP","Pacific West ","WA",176624,2.57614699106951e-09,0.112025606527809,6.08606454122196e-09,-0.0366908472155639,2.56945509313766e-09,0.329072362896716,"Fall","MORAFall","MORA9","Shoulder"
"4982",1992,9,"NOCA","North Cascades NP","Pacific West ","WA",3539,1.23865783758924e-09,-0.103778168148978,2.90476975806087e-09,-0.112113126716031,1.17614062933313e-09,-0.0589886048829733,"Fall","NOCAFall","NOCA9","Shoulder"
"4983",1992,9,"OLYM","Olympic NP","Pacific West ","WA",408254,3.11695633103243e-09,0.199285153000222,5.81614578720746e-09,-0.0430900931500983,3.15522563631987e-09,0.492219082312394,"Fall","OLYMFall","OLYM9","Shoulder"
"4984",1992,9,"PEFO","Petrified Forest NP","Intermountain ","AZ",82269,2.25857847478291e-09,0.0607859502249316,3.12598436025269e-09,-0.106868560998824,2.28589325246276e-09,0.25009573186597,"Fall","PEFOFall","PEFO9","Shoulder"
"4985",1992,9,"PINN","Pinnacles NP","Pacific West ","CA",11151,1.63171660412744e-09,-0.0403581656255734,2.97599256349201e-09,-0.110424573248283,1.60333080145847e-09,0.0599908760077013,"Fall","PINNFall","PINN9","Shoulder"
"4986",1992,9,"REDW","Redwood NP","Pacific West ","CA",39614,3.73235279600211e-09,0.298579326502592,7.05756741936625e-09,-0.013658413378012,3.69967856350684e-09,0.643858166900481,"Fall","REDWFall","REDW9","Shoulder"
"4987",1992,9,"ROMO","Rocky Mountain NP","Intermountain ","CO",440843,2.2094574127263e-09,0.0528602705434436,3.12801207158486e-09,-0.106820487927554,2.21172902215017e-09,0.229439775341157,"Fall","ROMOFall","ROMO9","Shoulder"
"4988",1992,9,"SAGU","Saguaro NP","Intermountain ","AZ",24337,1.78669474555861e-09,-0.0153524541203901,2.41434561232268e-09,-0.123740124374163,1.75602954399778e-09,0.102519984366157,"Fall","SAGUFall","SAGU9","Shoulder"
"4989",1992,9,"SEQU","Sequoia NP","Pacific West ","CA",97943,4.05495694369876e-09,0.350631481556088,7.3099188924175e-09,-0.00767565332900023,3.96863653051582e-09,0.718767379200315,"Fall","SEQUFall","SEQU9","Shoulder"
"4990",1992,9,"YELL","Yellowstone NP","Intermountain ","WY",462788,2.86089792358016e-09,0.157970148147929,5.55261880919034e-09,-0.0493378025724144,2.5860211749773e-09,0.333686288839503,"Fall","YELLFall","YELL9","Shoulder"
"4991",1992,9,"YOSE","Yosemite NP","Pacific West ","CA",470798,4.12966347856387e-09,0.362685375357741,6.57025278627543e-09,-0.0252116905707412,4.13319911629628e-09,0.764600762802692,"Fall","YOSEFall","YOSE9","Shoulder"
"4992",1992,9,"ZION","Zion NP","Intermountain ","UT",318549,1.22220669427425e-09,-0.106432558889932,2.14223638828059e-09,-0.130191302070423,1.22227261645236e-09,-0.0461400886060332,"Fall","ZIONFall","ZION9","Shoulder"
"4993",1993,1,"ARCH","Arches NP","Intermountain ","UT",6036,3.81106354807592e-10,-0.242144035627159,2.83326695438291e-09,-0.113808318394781,2.64142041572768e-10,-0.312995194044203,"Winter","ARCHWinter","ARCH1","Low"
"4994",1993,1,"BIBE","Big Bend NP","Intermountain ","TX",26182,2.77350010117803e-09,0.143868516053318,9.67138902296938e-09,0.0483101865124468,2.10855866100701e-09,0.200705134862315,"Winter","BIBEWinter","BIBE1","Shoulder"
"4995",1993,1,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",3566,3.50031985027745e-10,-0.247157882862289,3.78380748955465e-09,-0.0912728607252436,1.98963304165467e-10,-0.331148543179667,"Winter","BLCAWinter","BLCA1","Low"
"4996",1993,1,"BRCA","Bryce Canyon NP","Intermountain ","UT",9089,3.21757909294723e-10,-0.25171990286283,3.1357771934637e-09,-0.10663639206954,1.79096779073795e-10,-0.336681696788395,"Winter","BRCAWinter","BRCA1","Low"
"4997",1993,1,"CANY","Canyonlands NP","Intermountain ","UT",4582,3.72042799345884e-10,-0.243606439621643,3.03013591995693e-09,-0.109140940123177,2.26132002012491e-10,-0.32358161449722,"Winter","CANYWinter","CANY1","Low"
"4998",1993,1,"CARE","Capitol Reef NP","Intermountain ","UT",4872,3.8333979807663e-10,-0.241783669723084,5.02692376613822e-09,-0.0618010042470765,1.65582422773092e-10,-0.340445667034316,"Winter","CAREWinter","CARE1","Low"
"4999",1993,1,"CAVE","Carlsbad Caverns NP","Intermountain ","NM",23927,1.35032301200814e-09,-0.0857610006251627,6.4338019356569e-09,-0.0284466734613242,7.29403371035886e-10,-0.183412270395423,"Winter","CAVEWinter","CAVE1","Low"
"5000",1993,1,"CHIS","Channel Islands NP","Pacific West ","CA",14405,1.47799039315521e-09,-0.0651618782450318,5.43370815009325e-09,-0.052156941815177,1.19814835830567e-09,-0.0528590908173567,"Winter","CHISWinter","CHIS1","Low"
"5001",1993,1,"CRLA","Crater Lake NP","Pacific West ","OR",3766,2.73565863062955e-10,-0.259495685910604,4.36570474215969e-10,-0.170629306113913,2.67951438814862e-10,-0.311934214330845,"Winter","CRLAWinter","CRLA1","Low"
"5002",1993,1,"DEVA","Death Valley NP","Pacific West ","CA",53338,6.35814044782921e-10,-0.201046968938542,1.19028287226541e-09,-0.152760258753214,6.54059695293085e-10,-0.204396721848683,"Winter","DEVAWinter","DEVA1","Low"
"5003",1993,1,"GLAC","Glacier NP","Intermountain ","MT",7080,2.22001495367889e-10,-0.267815592773745,3.47691792024207e-10,-0.172736445900324,2.25697238676048e-10,-0.323702703228787,"Winter","GLACWinter","GLAC1","Low"
"5004",1993,1,"GRBA","Great Basin NP","Pacific West ","NV",1001,2.31972693965874e-10,-0.266206740627245,1.46548029267279e-09,-0.146235865958922,1.86466661555862e-10,-0.33462906344344,"Winter","GRBAWinter","GRBA1","Low"
"5005",1993,1,"GRCA","Grand Canyon NP","Intermountain ","AZ",113555,4.16826636378918e-10,-0.236380570872659,4.16834566863145e-09,-0.0821562123170403,2.35886365995697e-10,-0.320864863881525,"Winter","GRCAWinter","GRCA1","Low"
"5006",1993,1,"GRSA","Great Sand Dunes NP & PRES","Intermountain ","CO",1436,4.4431432681814e-10,-0.231945434080338,2.82563750175768e-09,-0.113989197800041,3.13826881148671e-10,-0.299157149991207,"Winter","GRSAWinter","GRSA1","Low"
"5007",1993,1,"GRTE","Grand Teton NP","Intermountain ","WY",29975,2.05055246080545e-10,-0.270549868826232,3.21766280286795e-10,-0.17335108909617,1.86117551925769e-10,-0.334726296210654,"Winter","GRTEWinter","GRTE1","Low"
"5008",1993,1,"GUMO","Guadalupe Mountains NP","Intermountain ","TX",3689,1.36924681091596e-09,-0.0827076470896178,6.54946052947025e-09,-0.0257046343282661,5.08246777997101e-10,-0.245008014755348,"Winter","GUMOWinter","GUMO1","Low"
"5009",1993,1,"JOTR","Joshua Tree NP","Pacific West ","CA",70321,4.60131437879911e-10,-0.229393344395924,1.31740163222815e-09,-0.149746521486736,3.99606320256041e-10,-0.275266167000396,"Winter","JOTRWinter","JOTR1","Shoulder"
"5010",1993,1,"KICA","Kings Canyon NP","Pacific West ","CA",19951,1.9520032767592e-10,-0.272139959172248,3.78410108803351e-10,-0.17200817466744,1.89910615011613e-10,-0.333669865828153,"Winter","KICAWinter","KICA1","Low"
"5011",1993,1,"LAVO","Lassen Volcanic NP","Pacific West ","CA",17267,2.95799530479076e-10,-0.255908285339301,5.9500676607982e-10,-0.166873091395546,2.50920118016751e-10,-0.316677716966592,"Winter","LAVOWinter","LAVO1","Low"
"5012",1993,1,"MEVE","Mesa Verde NP","Intermountain ","CO",3768,5.08253907150999e-10,-0.221628787585541,3.90453003262792e-09,-0.0884107652558536,3.1106175968354e-10,-0.299927281745138,"Winter","MEVEWinter","MEVE1","Low"
"5013",1993,1,"MORA","Mount Rainier NP","Pacific West ","WA",31721,4.26249711154587e-10,-0.234860158463811,7.21396997693802e-10,-0.163876626111859,3.97371024973836e-10,-0.275888733458306,"Winter","MORAWinter","MORA1","Low"
"5014",1993,1,"NOCA","North Cascades NP","Pacific West ","WA",10,2.79263352586137e-10,-0.258576396403033,7.23075488373581e-10,-0.163836832379489,2.70311079075825e-10,-0.31127701575359,"Winter","NOCAWinter","NOCA1","Low"
"5015",1993,1,"OLYM","Olympic NP","Pacific West ","WA",45468,1.81427768865664e-09,-0.0109019483187087,3.08261371984031e-09,-0.10789679408826,1.78292280939019e-09,0.110010200585142,"Winter","OLYMWinter","OLYM1","Low"
"5016",1993,1,"PEFO","Petrified Forest NP","Intermountain ","AZ",25375,7.30964401462672e-10,-0.185694466019246,6.4420886403127e-09,-0.0282502118954248,3.62876895199093e-10,-0.285495915276081,"Winter","PEFOWinter","PEFO1","Low"
"5017",1993,1,"PINN","Pinnacles NP","Pacific West ","CA",9712,7.81357943400604e-10,-0.177563471804272,1.92658689002201e-09,-0.135303930053811,7.88516141270179e-10,-0.166948392770396,"Winter","PINNWinter","PINN1","Low"
"5018",1993,1,"REDW","Redwood NP","Pacific West ","CA",13314,3.39762543816359e-10,-0.24881485643211,6.59712229289511e-10,-0.165339051369693,3.0381661075829e-10,-0.301945174745375,"Winter","REDWWinter","REDW1","Low"
"5019",1993,1,"ROMO","Rocky Mountain NP","Intermountain ","CO",53780,7.42048774577379e-10,-0.183906003247899,1.54579293809576e-09,-0.144331810156682,7.18338166727506e-10,-0.186494111576391,"Winter","ROMOWinter","ROMO1","Low"
"5020",1993,1,"SAGU","Saguaro NP","Intermountain ","AZ",64507,1.00048881813661e-09,-0.142206721588238,6.49412790210135e-09,-0.0270164627413393,5.28145915890121e-10,-0.239465777945676,"Winter","SAGUWinter","SAGU1","Shoulder"
"5021",1993,1,"SEQU","Sequoia NP","Pacific West ","CA",21454,2.17532041215233e-10,-0.268536738866316,4.10787293070314e-10,-0.171240574929702,2.0452557702999e-10,-0.32959935880892,"Winter","SEQUWinter","SEQU1","Low"
"5022",1993,1,"YELL","Yellowstone NP","Intermountain ","WY",38100,2.07005842574908e-10,-0.270235140228053,3.25290294700409e-10,-0.173267541604289,1.88374912890588e-10,-0.334097584097637,"Winter","YELLWinter","YELL1","Low"
"5023",1993,1,"YOSE","Yosemite NP","Pacific West ","CA",101503,2.69461529254652e-10,-0.260157919862977,4.94359109204368e-10,-0.169259250561968,2.44295639273417e-10,-0.318522743124689,"Winter","YOSEWinter","YOSE1","Low"
"5024",1993,1,"ZION","Zion NP","Intermountain ","UT",52236,3.46486318579128e-10,-0.247729975878046,3.85684595372027e-09,-0.0895412615387292,2.01740540939355e-10,-0.330375037113215,"Winter","ZIONWinter","ZION1","Low"
"5025",1993,10,"ARCH","Arches NP","Intermountain ","UT",60523,6.25030889500253e-10,-0.202786830235264,1.46186318605857e-09,-0.146321620484873,5.14829845421616e-10,-0.243174522329855,"Fall","ARCHFall","ARCH10","Shoulder"
"5026",1993,10,"BIBE","Big Bend NP","Intermountain ","TX",21299,1.89541319736249e-09,0.00218925993033228,1.01716279843345e-08,0.0601698742599663,1.3733223447332e-09,-0.00407025780885194,"Fall","BIBEFall","BIBE10","Shoulder"
"5027",1993,10,"BLCA","Black Canyon of the Gunnison NP","Intermountain ","CO",21059,7.34418949490237e-10,-0.185137074953897,1.70414871103475e-09,-0.1405775043846,6.17218609555437e-10,-0.214657569458323,"Fall","BLCAFall","BLCA10","Shoulder"
"5028",1993,10,"BRCA","Bryce Canyon NP","Intermountain ","UT",97985,5.9898997007943e-10,-0.206988530632194,2.31321162225129e-09,-0.126137813549821,4.61482269065172e-10,-0.258032698748303,"Fall","BRCAFall","BRCA10","Shoulder"
"5029",1993,10,"CANY","Canyonlands NP","Intermountain ","UT",44142,6.32245203324005e-10,-0.201622801240474,1.84617909848583e-09,-0.137210241584373,4.97931362808401e-10,-0.24788102734882,"Fall","CANYFall","CANY10","Shoulder"
"5030",1993,10,"CARE","Capitol Reef NP","Intermountain ","UT",61880,5.65476424646012e-10,-0.212395938676225,1.99680094681298e-09,-0.133639292044098,4.01307764796854e-10,-0.274792286744155,"Fall","CAREFall","CARE10","Shoulder"
